14
Polygon -26,58;-65,46;-64,15;-18,-27;10,-9;22,26 68,66,66
Polygon -18,-5;19,-52;72,-37;88,-1;6,9 68,66,66
Polygon -2,15;28,63;80,64;76,29;40,-11 68,66,66
Polygon -63,44;-22,36;-62,17;-40,35 119,119,118
Polygon -24,51;-22,13;-14,33 119,119,118
Polygon -58,13;3,10;-8,-18;-18,-26;-16,-2 119,119,118
Polygon 30,60;31,31;74,28;42,35 119,119,118
Polygon 78,61;33,32;56,37 119,119,118
Polygon 10,33;20,-53;23,5 119,119,118
Polygon 18,6;50,2;20,-12 119,119,118
Polygon 70,-36;33,-27;50,2;43,-27 119,119,118
Polygon 84,-3;50,-25;59,-23 119,119,118
Polygon -8,19;17,-11;18,5 119,119,118
Polygon 25,14;41,9;41,22 119,119,118
